"Sitting","Pocket","0.11492519","3.0790374","9.644139","1573736528542","14-11-2019-01-02-08"
"Sitting","Pocket","0.026337024","3.241848","8.91628","1573736528565","14-11-2019-01-02-08"
"Sitting","Pocket","0.12210801","3.3519847","8.60263","1573736528578","14-11-2019-01-02-08"
"Sitting","Pocket","0.34956414","3.2107224","8.4781275","1573736528597","14-11-2019-01-02-08"
"Sitting","Pocket","0.14844504","2.9377751","8.61939","1573736528617","14-11-2019-01-02-08"
"Sitting","Pocket","-0.076616794","2.779753","8.897125","1573736528638","14-11-2019-01-02-08"
"Sitting","Pocket","-0.4285752","2.8874955","9.507666","1573736528657","14-11-2019-01-02-08"
"Sitting","Pocket","-0.45012367","2.667222","9.668081","1573736528677","14-11-2019-01-02-08"
"Sitting","Pocket","-0.29210153","2.6648278","8.79896","1573736528698","14-11-2019-01-02-08"
"Sitting","Pocket","0.17478207","2.8276386","8.724737","1573736528717","14-11-2019-01-02-08"
"Sitting","Pocket","0.16520496","2.2338583","9.052753","1573736528738","14-11-2019-01-02-08"
"Sitting","Pocket","-0.45012367","2.1811843","9.301758","1573736528757","14-11-2019-01-02-08"
"Sitting","Pocket","-0.31604427","2.3152637","9.512454","1573736528777","14-11-2019-01-02-08"
"Sitting","Pocket","-0.37350687","2.473286","9.232324","1573736528797","14-11-2019-01-02-08"
"Sitting","Pocket","-0.33759275","2.1093562","9.138947","1573736528818","14-11-2019-01-02-08"
"Sitting","Pocket","-0.20111908","1.7454263","9.191621","1573736528837","14-11-2019-01-02-08"
"Sitting","Pocket","-0.38547826","1.7382435","9.850046","1573736528857","14-11-2019-01-02-08"
"Sitting","Pocket","-1.0558752","1.8962656","10.324113","1573736528878","14-11-2019-01-02-08"
"Sitting","Pocket","-1.1013664","1.4652961","10.089474","1573736528897","14-11-2019-01-02-08"
"Sitting","Pocket","-0.7015225","1.0343267","9.771035","1573736528917","14-11-2019-01-02-08"
"Sitting","Pocket","-0.4189981","1.2474172","9.466963","1573736528938","14-11-2019-01-02-08"
"Sitting","Pocket","-0.37590113","1.56825","9.5794935","1573736528957","14-11-2019-01-02-08"
"Sitting","Pocket","0.08858817","1.3958622","9.320911","1573736528977","14-11-2019-01-02-08"
"Sitting","Pocket","0.2777359","1.0989721","9.141341","1573736528999","14-11-2019-01-02-08"
"Sitting","Pocket","0.11253092","1.0965779","9.220352","1573736529020","14-11-2019-01-02-09"
"Sitting","Pocket","-0.14844504","1.4676905","9.744699","1573736529051","14-11-2019-01-02-09"
"Sitting","Pocket","0.2681588","1.6855695","9.950606","1573736529066","14-11-2019-01-02-09"
"Sitting","Pocket","0.4764607","1.2138973","9.368797","1573736529077","14-11-2019-01-02-09"
"Sitting","Pocket","0.72546524","0.79250497","8.983319","1573736529101","14-11-2019-01-02-09"
"Sitting","Pocket","1.2186859","1.0319325","8.964165","1573736529134","14-11-2019-01-02-09"
"Sitting","Pocket","0.9720756","1.333611","9.261055","1573736529143","14-11-2019-01-02-09"
"Sitting","Pocket","1.0319325","1.175589","9.177256","1573736529167","14-11-2019-01-02-09"
"Sitting","Pocket","0.8643332","1.1444633","9.761458","1573736529184","14-11-2019-01-02-09"
"Sitting","Pocket","0.5794145","0.9720756","10.965778","1573736529202","14-11-2019-01-02-09"
"Sitting","Pocket","0.3902668","0.87630457","9.737515","1573736529235","14-11-2019-01-02-09"
"Sitting","Pocket","0.9385557","1.1013664","9.031204","1573736529245","14-11-2019-01-02-09"
"Sitting","Pocket","1.0510867","1.2833313","8.458973","1573736529267","14-11-2019-01-02-09"
"Sitting","Pocket","0.93616146","1.2593886","9.093455","1573736529283","14-11-2019-01-02-09"
"Sitting","Pocket","0.76137936","1.036721","9.613013","1573736529305","14-11-2019-01-02-09"
"Sitting","Pocket","0.4070267","1.2091088","9.838076","1573736529321","14-11-2019-01-02-09"
"Sitting","Pocket","0.18196489","1.1085492","9.890749","1573736529339","14-11-2019-01-02-09"
"Sitting","Pocket","0.43815228","1.1085492","9.47654","1573736529358","14-11-2019-01-02-09"
"Sitting","Pocket","0.6273","1.2905141","9.213169","1573736529377","14-11-2019-01-02-09"
"Sitting","Pocket","0.8140534","1.201926","8.873182","1573736529401","14-11-2019-01-02-09"
"Sitting","Pocket","-0.09577099","1.0319325","9.785401","1573736529418","14-11-2019-01-02-09"
"Sitting","Pocket","-0.071828246","1.132492","10.0200405","1573736529438","14-11-2019-01-02-09"
"Sitting","Pocket","0.7829279","1.2138973","9.608225","1573736529457","14-11-2019-01-02-09"
"Sitting","Pocket","0.7398309","1.3264283","9.019233","1573736529484","14-11-2019-01-02-09"
"Sitting","Pocket","0.44533512","1.1636176","9.1628895","1573736529501","14-11-2019-01-02-09"
"Sitting","Pocket","-0.1340794","1.1181264","9.759064","1573736529520","14-11-2019-01-02-09"
"Sitting","Pocket","-0.17717634","1.1660118","9.783007","1573736529539","14-11-2019-01-02-09"
"Sitting","Pocket","0.3974496","1.2402344","9.830893","1573736529558","14-11-2019-01-02-09"
"Sitting","Pocket","0.50758624","1.1684061","9.809344","1573736529579","14-11-2019-01-02-09"
